action_rank,priority_rank,management_priority,product_id,product_name,category,demand_class,risk_score,risk_class,confidence_score,confidence_class,business_impact_score,business_impact_class,primary_risk_driver,primary_risk_driver_score,anomaly_severity_score,max_anomaly_deviation,max_anomaly_z,forecast_change_pct,wape,inventory_risk_score,stockout_risk,service_risk,supplier_risk,volatility_risk,excess_inventory_risk,inventory_days,fill_rate,estimated_financial_exposure,at_risk_value,lost_sales_exposure,supplier_delay_exposure,inventory_obsolescence_exposure,optimization_opportunity,compound_risk_count,compound_risk_score,recommended_action
1631,4,P4 - Routine,P00363,PureLife Oral Care 00363,Personal Care,Stable,3.52,Low,76.0,Medium,2.38,Low,Supplier,8.33,0,0.1096,1.1081,0.0,7.4886,2.24,0.4071,0.0,8.3333,5.7726,0.0,17.4483,0.9987,11633.4062,76.7805,5759.64,5873.7662,0.0,53.0,0,0.0,Monitor supplier performance and lead-time stability
1632,4,P4 - Routine,P00852,WriteWell Writing 00852,Office Supplies,Trending,3.51,Low,88.0,High,87.25,Very High,Forecast Accuracy,20.0,0,0.0291,0.0508,0.0,10.1216,1.71,1.2059,0.0,0.2083,8.7638,0.0,18.0434,0.9948,3483028.12,22291.38,3483028.12,0.0,0.0,4016.48,0,0.0,Monitor forecast accuracy and review model error drivers
1633,4,P4 - Routine,P01648,ConnectX Chargers 01648,Accessories,Stable,3.51,Low,76.0,Medium,55.62,Medium,Supplier,9.37,0,0.0801,0.6359,0.0,9.8835,2.85,1.7109,0.0,9.375,6.2347,0.0,17.141,0.9925,1238248.5612,8048.6156,916177.08,322071.4812,0.0,46.0,0,0.0,Monitor supplier performance and lead-time stability
1634,4,P4 - Routine,P00122,UrbanGear Cables 00122,Accessories,Stable,3.51,Low,76.0,Medium,41.8,Medium,Supplier,10.42,0,0.0065,0.4955,0.0,9.7839,2.92,1.3959,0.0,10.4167,6.251,0.0,16.9488,0.9943,645307.0362,4194.4957,479953.62,165353.4162,0.0,709.08,0,0.0,Monitor supplier performance and lead-time stability
1635,4,P4 - Routine,P01703,ComfortMax Washing Machines 01703,Home Appliances,Stable,3.51,Low,76.0,Medium,57.55,Medium,Supplier,8.33,0,0.0141,0.8672,0.0,7.7192,2.39,0.0,0.0,8.3333,7.5715,0.0,18.4058,1.0,631291.6362,4103.3956,0.0,631291.6362,0.0,219.74,0,0.0,Monitor supplier performance and lead-time stability
1636,4,P4 - Routine,P00091,Vertex Laptops 00091,Electronics,Trending,3.51,Low,76.0,Medium,37.38,Low,Forecast Accuracy,20.0,0,0.0128,0.0964,0.0,16.94,1.55,0.175,0.0,0.0,9.9662,0.0,18.6473,0.9996,100474.02,653.0811,100474.02,0.0,0.0,244.18,0,0.0,Monitor forecast accuracy and review model error drivers
1637,4,P4 - Routine,P01466,Apex Audio 01466,Electronics,Stable,3.5,Low,76.0,Medium,79.9,High,Forecast Accuracy,20.0,0,0.0197,0.1807,0.0,15.5138,1.53,0.8964,0.0,0.0,8.4103,0.0,17.7916,0.9951,2166881.4,13868.041,2166881.4,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1638,4,P4 - Routine,P00869,ConnectX Cables 00869,Accessories,Stable,3.5,Low,76.0,Medium,53.58,Medium,Supplier,9.58,0,0.0339,0.6685,0.0,9.9848,2.71,1.1281,0.0,9.5833,6.2492,0.0,17.0133,0.9956,949635.1344,6172.6284,655844.34,293790.7944,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1639,4,P4 - Routine,P01770,ComfortMax Washing Machines 01770,Home Appliances,Stable,3.5,Low,76.0,Medium,37.7,Low,Supplier,10.62,0,0.0711,0.3613,0.0,9.7086,2.92,0.6001,0.0,10.625,7.6429,0.0,16.7901,0.9981,383761.3733,2494.4489,185595.74,198165.6333,0.0,38.99,0,0.0,Monitor supplier performance and lead-time stability
1640,4,P4 - Routine,P00181,EverHome Air Conditioners 00181,Home Appliances,Stable,3.49,Low,76.0,Medium,39.6,Low,Supplier,11.04,0,0.0297,0.2143,0.0,7.4648,3.14,1.2494,0.0,11.0417,7.3931,0.0,16.7214,0.9944,552201.845,3534.0918,446020.25,106181.595,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1641,4,P4 - Routine,P00557,Apex TVs 00557,Electronics,Trending,3.49,Low,76.0,Medium,34.82,Low,Forecast Accuracy,20.0,0,0.0051,0.0241,0.0,19.9154,1.62,0.2578,0.0,0.0,10.3041,0.0,18.6616,0.9988,188710.5,1226.6182,188710.5,0.0,0.0,28.88,0,0.0,Monitor forecast accuracy and review model error drivers
1642,4,P4 - Routine,P01796,Vertex Audio 01796,Electronics,Stable,3.48,Low,76.0,Medium,33.94,Low,Forecast Accuracy,20.0,0,0.0542,0.1927,0.0,15.8698,1.47,0.559,0.0,0.0,8.6516,0.0,17.8666,0.9985,187129.04,1197.6259,187129.04,0.0,0.0,1055.45,0,0.0,Monitor forecast accuracy and review model error drivers
1643,4,P4 - Routine,P00533,UrbanGear Mobile Accessories 00533,Accessories,Stable,3.47,Low,76.0,Medium,69.0,High,Supplier,9.58,0,0.09,0.6263,0.0,9.5075,2.73,1.1901,0.0,9.5833,6.23,0.0,17.1021,0.9949,1753574.328,11222.8757,1261761.6,491812.728,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1644,4,P4 - Routine,P01527,Arctic Air Conditioners 01527,Home Appliances,Stable,3.46,Low,76.0,Medium,82.86,Very High,Supplier,8.33,0,0.11,0.6986,0.0,7.2835,2.65,0.9635,0.0,8.3333,7.4137,0.0,17.3419,0.9958,2763821.1585,17412.0733,1856990.7,906830.4585,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1645,4,P4 - Routine,P01834,DeskMate Paper 01834,Office Supplies,Trending,3.46,Low,76.0,Medium,49.68,Medium,Supplier,8.96,0,0.0892,0.2409,0.0,9.5915,3.37,2.3984,0.0,8.9583,8.7343,0.0,18.0558,0.9897,1138804.9233,7288.3515,983009.85,155795.0733,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1646,4,P4 - Routine,P00923,CarryPro Mobile Accessories 00923,Accessories,Stable,3.46,Low,76.0,Medium,29.76,Low,Supplier,8.33,0,0.1096,0.9455,0.0,9.4977,2.37,0.6723,0.0,8.3333,6.1196,0.0,17.5087,0.9974,285069.8175,1824.4468,162141.72,122928.0975,0.0,2060.4,0,0.0,Monitor supplier performance and lead-time stability
1647,4,P4 - Routine,P00270,ComfortMax Microwaves 00270,Home Appliances,Stable,3.45,Low,76.0,Medium,54.63,Medium,Supplier,9.58,0,0.0474,0.4577,0.0,7.6417,2.83,0.779,0.0,9.5833,7.723,0.0,17.0871,0.9963,866861.8156,5461.2294,634780.04,232081.7756,0.0,624.22,0,0.0,Monitor supplier performance and lead-time stability
1648,4,P4 - Routine,P00752,TechMate Bags 00752,Accessories,Stable,3.43,Low,76.0,Medium,35.51,Low,Forecast Accuracy,20.0,0,0.0604,0.4375,0.0,10.7493,1.2,0.8428,0.0,0.0,6.3102,0.0,17.3609,0.9971,306965.36,1933.8818,306965.36,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1649,4,P4 - Routine,P00850,DermaX Haircare 00850,Personal Care,Stable,3.43,Low,76.0,Medium,2.68,Low,Supplier,8.96,0,0.0515,0.8913,0.0,5.9902,2.37,0.5837,0.0,8.9583,5.6852,0.0,17.1018,0.9983,14515.4472,92.8989,6664.02,7851.4272,0.0,7.0,0,0.0,Monitor supplier performance and lead-time stability
1650,4,P4 - Routine,P01465,UrbanGear Chargers 01465,Accessories,Stable,3.42,Low,76.0,Medium,59.8,Medium,Supplier,9.17,0,0.0832,0.6906,0.0,9.7737,2.54,0.7086,0.0,9.1667,6.3449,0.0,17.1641,0.997,979070.264,6070.2356,678939.2,300131.064,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1651,4,P4 - Routine,P00706,ConnectX Cables 00706,Accessories,Stable,3.42,Low,76.0,Medium,44.98,Medium,Supplier,10.21,0,0.0542,0.4095,0.0,8.9532,2.94,1.4922,0.0,10.2083,6.3851,0.0,17.1043,0.9947,720184.7337,4465.1453,525342.12,194842.6137,0.0,98.0,0,0.0,Monitor supplier performance and lead-time stability
1652,4,P4 - Routine,P01594,Zenith Laptops 01594,Electronics,Stable,3.41,Low,76.0,Medium,85.8,Very High,Forecast Accuracy,20.0,0,0.0384,0.012,0.0,16.5902,1.64,1.0712,0.0,0.0,8.773,0.0,17.8006,0.9961,2778516.8,17226.8042,2778516.8,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1653,4,P4 - Routine,P01390,DermaX Haircare 01390,Personal Care,Trending,3.4,Low,76.0,Medium,12.95,Low,Supplier,8.33,0,0.0042,0.6044,0.0,9.8859,2.74,0.9719,0.0,8.3333,8.0011,0.0,18.2861,0.9958,109030.4271,675.9886,60388.44,48641.9871,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1654,4,P4 - Routine,P01122,ConnectX Mobile Accessories 01122,Accessories,Stable,3.39,Low,76.0,Medium,39.39,Low,Supplier,8.33,0,0.0987,0.8857,0.0,9.9543,2.31,0.3564,0.0,8.3333,6.3476,0.0,17.184,0.9992,355893.7607,2206.5413,104571.44,251322.3207,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1655,4,P4 - Routine,P01818,WriteWell Paper 01818,Office Supplies,Stable,3.38,Low,76.0,Medium,28.52,Low,Supplier,7.92,0,0.0992,0.9595,0.0,7.2244,2.42,1.4566,0.0,7.9167,5.3258,0.0,16.4943,0.995,301452.2973,1869.0042,237270.6,64181.6973,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1656,4,P4 - Routine,P00293,ConnectX Mobile Accessories 00293,Accessories,Stable,3.37,Low,76.0,Medium,68.68,High,Demand Anomaly,7.37,0,0.1257,1.466,0.0,9.3234,2.08,1.7219,0.0,4.1667,6.2802,0.0,17.3541,0.9924,1994115.4884,12164.1045,1481780.44,512335.0484,0.0,1900.74,0,0.0,Investigate demand anomaly and increase short-term demand monitoring
1657,4,P4 - Routine,P00428,TechMate Chargers 00428,Accessories,Stable,3.37,Low,76.0,Medium,65.4,High,Supplier,10.42,0,0.0037,0.3645,0.0,9.0905,2.87,1.2501,0.0,10.4167,6.191,0.0,16.872,0.9943,1584057.4061,9662.7502,1171627.52,412429.8861,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1658,4,P4 - Routine,P01216,Zenith Laptops 01216,Electronics,Stable,3.37,Low,76.0,Medium,36.92,Low,Forecast Accuracy,20.0,0,0.0101,0.0714,0.0,15.5049,1.56,0.9927,0.0,0.0,8.433,0.0,17.924,0.9942,433903.36,2646.8105,433903.36,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1659,4,P4 - Routine,P01882,ConnectX Bags 01882,Accessories,Stable,3.37,Low,76.0,Medium,38.07,Low,Demand Anomaly,8.05,0,0.1465,1.6019,0.0,9.5402,1.72,0.4081,0.0,4.375,6.2842,0.0,17.1485,0.9987,395156.124,2410.4524,133049.2,262106.924,0.0,297.71,0,0.0,Investigate demand anomaly and increase short-term demand monitoring
1660,4,P4 - Routine,P00757,DermaX Grooming 00757,Personal Care,Stable,3.36,Low,76.0,Medium,9.04,Low,Demand Anomaly,6.24,0,0.0706,1.243,0.0,7.1964,2.22,1.5546,0.0,6.0417,5.6352,0.0,16.9091,0.994,66590.845,406.2042,54273.95,12316.895,0.0,0.0,0,0.0,Investigate demand anomaly and increase short-term demand monitoring
1661,4,P4 - Routine,P01467,ConnectX Chargers 01467,Accessories,Stable,3.35,Low,88.0,High,86.06,Very High,Forecast Accuracy,20.0,0,0.0547,0.207,0.0,11.3645,1.24,0.5615,0.0,0.8333,6.3049,0.0,17.1624,0.9971,2610271.8,15661.6308,2610271.8,0.0,0.0,1947.61,0,0.0,Monitor forecast accuracy and review model error drivers
1662,4,P4 - Routine,P01676,HomePro Refrigerators 01676,Home Appliances,Stable,3.35,Low,76.0,Medium,44.1,Medium,Supplier,8.75,0,0.0769,0.5,0.0,7.7768,2.7,0.6467,0.0,8.75,7.924,0.0,17.1897,0.9976,585116.4888,3510.6989,273418.92,311697.5688,0.0,263.08,0,0.0,Monitor supplier performance and lead-time stability
1663,4,P4 - Routine,P00922,Glow Oral Care 00922,Personal Care,Stable,3.34,Low,76.0,Medium,12.11,Low,Supplier,10.62,0,0.041,0.4517,0.0,6.5857,2.7,0.8703,0.0,10.625,5.6607,0.0,15.9122,0.9968,77389.2845,472.0746,54473.2,22916.0845,0.0,22.0,0,0.0,Monitor supplier performance and lead-time stability
1664,4,P4 - Routine,P01673,CarryPro Cables 01673,Accessories,Stable,3.33,Low,76.0,Medium,11.5,Low,Forecast Accuracy,20.0,0,0.0769,0.4216,0.0,10.2693,1.02,0.2831,0.0,0.0,6.2225,0.0,17.8079,0.9999,3803.68,22.8221,3803.68,0.0,0.0,647.4,0,0.0,Monitor forecast accuracy and review model error drivers
1665,4,P4 - Routine,P00003,OfficePro Desk Accessories 00003,Office Supplies,Stable,3.32,Low,76.0,Medium,47.34,Medium,Supplier,9.37,0,0.0673,0.7183,0.0,7.0671,2.39,0.5882,0.0,9.375,5.3529,0.0,16.8517,0.9982,517532.8524,3105.1971,293732.36,223800.4924,0.0,2234.81,0,0.0,Monitor supplier performance and lead-time stability
1666,4,P4 - Routine,P01312,TechMate Bags 01312,Accessories,Stable,3.32,Low,76.0,Medium,35.17,Low,Supplier,10.62,0,0.0463,0.32,0.0,9.893,2.85,1.0999,0.0,10.625,6.1508,0.0,16.9423,0.9959,417043.6894,2502.2621,282082.96,134960.7294,0.0,2297.59,0,0.0,Monitor supplier performance and lead-time stability
1667,4,P4 - Routine,P01958,EverHome Refrigerators 01958,Home Appliances,Stable,3.31,Low,76.0,Medium,57.78,Medium,Supplier,10.62,0,0.0337,0.1686,0.0,7.4461,2.95,0.8115,0.0,10.625,7.421,0.0,16.8763,0.9974,941754.1978,5556.3498,533670.38,408083.8178,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1668,4,P4 - Routine,P01899,ComfortMax Refrigerators 01899,Home Appliances,Stable,3.3,Low,76.0,Medium,66.29,High,Demand Volatility,7.47,0,0.102,1.3731,0.0,7.7026,1.92,0.5787,0.0,4.1667,7.4732,0.0,17.5296,0.997,1238428.1494,7306.7261,859384.66,379043.4894,0.0,445.3,0,0.0,Review demand variability and increase forecast monitoring frequency
1669,4,P4 - Routine,P00456,CarePlus Skincare 00456,Personal Care,Stable,3.3,Low,76.0,Medium,3.93,Low,Supplier,8.33,0,0.0769,0.9198,0.0,7.1512,2.2,0.3389,0.0,8.3333,5.6237,0.0,17.618,0.9994,18713.4825,112.2809,4523.7,14189.7825,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1670,4,P4 - Routine,P01070,EverHome Microwaves 01070,Home Appliances,Stable,3.29,Low,76.0,Medium,69.08,High,Supplier,9.58,0,0.0228,0.3132,0.0,7.7297,2.83,0.9658,0.0,9.5833,7.3829,0.0,16.9099,0.9958,1551319.4565,9152.7848,1171388.76,379930.6965,0.0,29.98,0,0.0,Monitor supplier performance and lead-time stability
1671,4,P4 - Routine,P01272,TechMate Bags 01272,Accessories,Stable,3.29,Low,76.0,Medium,74.56,High,Demand Anomaly,7.71,0,0.1102,1.5351,0.0,9.7911,1.7,0.3805,0.0,4.1667,6.3948,0.0,17.2834,0.9989,1434873.3356,8465.7527,641499.2,793374.1356,0.0,0.0,0,0.0,Investigate demand anomaly and increase short-term demand monitoring
1672,4,P4 - Routine,P01464,OfficePro Storage 01464,Office Supplies,Trending,3.29,Low,76.0,Medium,39.48,Low,Demand Volatility,8.58,0,0.0966,0.9949,0.0,9.7896,2.22,0.3021,0.0,5.625,8.5806,0.0,17.8353,0.9997,366920.006,2164.828,41545.24,325374.766,0.0,140.0,0,0.0,Review demand variability and increase forecast monitoring frequency
1673,4,P4 - Routine,P01955,ConnectX Mobile Accessories 01955,Accessories,Stable,3.28,Low,76.0,Medium,64.88,High,Forecast Accuracy,20.0,0,0.006,0.2833,0.0,10.4363,1.17,0.7759,0.0,0.0,6.2365,0.0,17.3402,0.9991,667053.52,3868.9104,667053.52,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1674,4,P4 - Routine,P01547,CarryPro Chargers 01547,Accessories,Stable,3.28,Low,76.0,Medium,42.86,Medium,Forecast Accuracy,20.0,0,0.0484,0.3621,0.0,10.2434,0.99,0.1651,0.0,0.0,6.2895,0.0,17.3418,0.9997,103117.0,608.3903,103117.0,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1675,4,P4 - Routine,P00144,Arctic Air Conditioners 00144,Home Appliances,Stable,3.27,Low,76.0,Medium,9.98,Low,Demand Volatility,9.75,0,0.0,0.0,0.0,4.1264,3.26,1.3064,0.0,9.375,9.7471,0.0,17.6495,0.9938,79514.665,469.1365,54837.7,24676.965,0.0,38.97,0,0.0,Review demand variability and increase forecast monitoring frequency
1676,4,P4 - Routine,P01152,ConnectX Chargers 01152,Accessories,Stable,3.24,Low,76.0,Medium,54.29,Medium,Forecast Accuracy,20.0,0,0.0026,0.2615,0.0,10.4251,1.1,0.4232,0.0,0.0,6.4854,0.0,17.582,0.9985,467947.35,2714.0946,467947.35,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1677,4,P4 - Routine,P00279,DeskMate Paper 00279,Office Supplies,Stable,3.24,Low,76.0,Medium,23.42,Low,Supplier,12.5,0,0.0294,0.0964,0.0,6.7184,2.78,0.3209,0.0,12.5,5.4214,0.0,17.6356,0.9995,116152.9152,673.6869,29925.68,86227.2352,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1678,4,P4 - Routine,P00885,DeskMate Writing 00885,Office Supplies,Stable,3.23,Low,76.0,Medium,32.77,Low,Supplier,11.67,0,0.0525,0.2192,0.0,7.3536,2.71,0.5596,0.0,11.6667,5.2877,0.0,16.5264,0.9971,310956.1254,1803.5455,211134.42,99821.7054,0.0,1319.78,0,0.0,Monitor supplier performance and lead-time stability
1679,4,P4 - Routine,P01592,CarryPro Cables 01592,Accessories,Stable,3.22,Low,88.0,High,8.37,Low,Forecast Accuracy,20.0,0,0.0312,0.2248,0.0,11.0722,1.11,0.3242,0.0,0.4167,6.3249,0.0,17.1845,0.9995,12387.48,71.8474,12387.48,0.0,0.0,1191.7,0,0.0,Monitor forecast accuracy and review model error drivers
1680,4,P4 - Routine,P01523,Arctic Refrigerators 01523,Home Appliances,Stable,3.21,Low,76.0,Medium,45.37,Medium,Supplier,9.58,0,0.0345,0.2143,0.0,8.915,2.85,0.8345,0.0,9.5833,7.7631,0.0,17.2878,0.9971,602702.864,3435.4063,353269.42,249433.444,0.0,176.15,0,0.0,Monitor supplier performance and lead-time stability
1681,4,P4 - Routine,P01924,ComfortMax Washing Machines 01924,Home Appliances,Stable,3.19,Low,76.0,Medium,72.52,High,Supplier,8.33,0,0.0191,0.4095,0.0,7.6222,2.69,0.9981,0.0,8.3333,7.6231,0.0,17.5432,0.9955,1796503.9216,10060.422,1382221.44,414282.4816,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1682,4,P4 - Routine,P00829,DeskMate Desk Accessories 00829,Office Supplies,Stable,3.19,Low,76.0,Medium,21.45,Low,Demand Anomaly,6.73,0,0.1008,1.341,0.0,6.9202,1.91,1.1421,0.0,5.0,5.4481,0.0,16.9929,0.9954,183714.4389,1047.1723,141757.39,41957.0489,0.0,0.0,0,0.0,Investigate demand anomaly and increase short-term demand monitoring
1683,4,P4 - Routine,P01624,ConnectX Cables 01624,Accessories,Stable,3.18,Low,76.0,Medium,33.12,Low,Demand Anomaly,6.72,0,0.1023,1.3369,0.0,9.5988,1.9,0.986,0.0,4.375,6.3146,0.0,17.3832,0.9956,370648.294,2075.6304,284768.2,85880.094,0.0,209.26,0,0.0,Investigate demand anomaly and increase short-term demand monitoring
1684,4,P4 - Routine,P01462,DeskMate Storage 01462,Office Supplies,Stable,3.17,Low,76.0,Medium,56.12,Medium,Supplier,6.25,0,0.1154,1.1489,0.0,7.5092,1.92,0.5862,0.0,6.25,5.3645,0.0,16.8482,0.9982,864662.37,4842.1093,339603.0,525059.37,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1685,4,P4 - Routine,P00928,PureLife Grooming 00928,Personal Care,Trending,3.17,Low,76.0,Medium,7.94,Low,Forecast Accuracy,20.0,0,0.0131,0.0106,0.0,12.568,1.3,0.2469,0.0,0.0,8.1686,0.0,18.6437,0.9989,24162.8,135.3117,24162.8,0.0,0.0,5856.48,0,0.0,Monitor forecast accuracy and review model error drivers
1686,4,P4 - Routine,P01658,ComfortMax Air Conditioners 01658,Home Appliances,Seasonal,3.16,Low,76.0,Medium,17.82,Low,Demand Volatility,12.86,0,0.0182,0.0357,0.0,7.9792,3.48,2.3538,0.0,5.625,12.8619,0.0,18.1843,0.9874,213208.051,1193.9651,162135.4,51072.651,0.0,409.54,0,0.0,Review demand variability and increase forecast monitoring frequency
1687,4,P4 - Routine,P01974,DermaX Skincare 01974,Personal Care,Stable,3.16,Low,76.0,Medium,12.02,Low,Demand Anomaly,7.74,0,0.0948,1.5417,0.0,6.1931,1.59,0.4305,0.0,4.1667,5.5895,0.0,17.3887,0.9984,61686.2835,345.4432,33082.36,28603.9235,0.0,0.0,0,0.0,Investigate demand anomaly and increase short-term demand monitoring
1688,4,P4 - Routine,P00800,UrbanGear Cables 00800,Accessories,Stable,3.15,Low,76.0,Medium,82.53,Very High,Supplier,9.58,0,0.0892,0.3968,0.0,9.4248,2.46,0.2529,0.0,9.5833,6.3424,0.0,17.0986,0.9988,2159999.8473,11879.9992,799121.28,1360878.5673,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1689,4,P4 - Routine,P01580,Glow Grooming 01580,Personal Care,Stable,3.15,Low,76.0,Medium,16.53,Low,Supplier,8.33,0,0.0904,0.6951,0.0,6.8539,2.34,0.8454,0.0,8.3333,5.58,0.0,17.3169,0.997,111125.7094,622.304,76387.61,34738.0994,0.0,1959.2,0,0.0,Monitor supplier performance and lead-time stability
1690,4,P4 - Routine,P01668,UrbanGear Chargers 01668,Accessories,Stable,3.14,Low,76.0,Medium,61.27,High,Forecast Accuracy,20.0,0,0.0453,0.2001,0.0,10.4135,1.08,0.5443,0.0,0.0,6.1302,0.0,17.5649,0.9987,630202.8,3466.1154,630202.8,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1691,4,P4 - Routine,P01552,PureLife Oral Care 01552,Personal Care,Stable,3.14,Low,76.0,Medium,5.51,Low,Supplier,8.33,0,0.0714,0.7407,0.0,7.1511,2.23,0.4296,0.0,8.3333,5.6891,0.0,17.3993,0.9984,28623.9313,160.294,12437.59,16186.3413,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1692,4,P4 - Routine,P01733,PureLife Oral Care 01733,Personal Care,Stable,3.14,Low,76.0,Medium,2.79,Low,Supplier,8.33,0,0.0598,0.7227,0.0,6.8342,2.25,0.4511,0.0,8.3333,5.7788,0.0,17.4356,0.9996,13142.0899,73.5957,2174.37,10967.7199,0.0,14.0,0,0.0,Monitor supplier performance and lead-time stability
1693,4,P4 - Routine,P01049,TechMate Chargers 01049,Accessories,Stable,3.13,Low,76.0,Medium,98.88,Very High,Supplier,7.29,0,0.1032,0.634,0.0,9.7516,2.55,1.7425,0.0,7.2917,6.2321,0.0,16.7269,0.9922,11415298.1624,61642.6101,8536370.15,2878928.0124,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1694,4,P4 - Routine,P01745,ComfortMax Microwaves 01745,Home Appliances,Stable,3.13,Low,76.0,Medium,51.12,Medium,Demand Volatility,7.5,0,0.0505,0.8431,0.0,8.3553,2.24,0.705,0.0,6.0417,7.4981,0.0,16.8429,0.9971,794361.3546,4368.9875,415042.32,379319.0346,0.0,228.73,0,0.0,Review demand variability and increase forecast monitoring frequency
1695,4,P4 - Routine,P00177,PaperWorks Paper 00177,Office Supplies,Stable,3.13,Low,76.0,Medium,32.13,Low,Supplier,8.54,0,0.0526,0.5433,0.0,6.5727,2.62,1.7907,0.0,8.5417,5.3724,0.0,16.2999,0.9944,402447.6708,2213.4622,270813.06,131634.6108,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1696,4,P4 - Routine,P01175,PureLife Grooming 01175,Personal Care,Trending,3.13,Low,76.0,Medium,14.77,Low,Demand Volatility,8.37,0,0.0554,0.2559,0.0,9.516,2.93,1.5244,0.0,8.125,8.3662,0.0,17.3409,0.993,141387.8048,777.6329,107410.96,33976.8448,0.0,3299.67,0,0.0,Review demand variability and increase forecast monitoring frequency
1697,4,P4 - Routine,P00964,HomePro Washing Machines 00964,Home Appliances,Stable,3.12,Low,76.0,Medium,60.84,High,Supplier,8.33,0,0.0294,0.3854,0.0,8.1601,2.65,0.9402,0.0,8.3333,7.4677,0.0,17.4576,0.9961,1105251.9824,5968.3607,823252.96,281999.0224,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1698,4,P4 - Routine,P00089,UrbanGear Chargers 00089,Accessories,Stable,3.12,Low,88.0,High,32.49,Low,Forecast Accuracy,20.0,0,0.054,0.1297,0.0,10.3003,1.09,0.3403,0.0,0.4167,6.18,0.0,17.228,0.9993,106362.72,584.995,106362.72,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1699,4,P4 - Routine,P00662,TechMate Cables 00662,Accessories,Stable,3.12,Low,88.0,High,26.37,Low,Forecast Accuracy,20.0,0,0.0352,0.0794,0.0,10.1804,1.15,0.3254,0.0,0.625,6.3582,0.0,17.2255,0.9995,63274.75,348.0111,63274.75,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1700,4,P4 - Routine,P00256,Glow Grooming 00256,Personal Care,Stable,3.11,Low,76.0,Medium,10.14,Low,Supplier,8.33,0,0.092,0.6865,0.0,8.3245,2.24,0.4045,0.0,8.3333,5.7743,0.0,17.408,0.9987,55022.7652,302.6252,21481.72,33541.0452,0.0,934.73,0,0.0,Monitor supplier performance and lead-time stability
1701,4,P4 - Routine,P00732,UrbanGear Bags 00732,Accessories,Stable,3.09,Low,76.0,Medium,44.88,Medium,Supplier,7.29,0,0.0696,0.6825,0.0,9.9173,2.35,0.9393,0.0,7.2917,6.5216,0.0,16.677,0.9961,618463.008,3339.7002,462060.8,156402.208,0.0,0.0,0,0.0,Monitor supplier performance and lead-time stability
1702,4,P4 - Routine,P01486,ComfortMax Air Conditioners 01486,Home Appliances,Stable,3.09,Low,76.0,Medium,38.53,Low,Demand Volatility,7.8,0,0.157,0.6786,0.0,9.1995,2.32,0.4834,0.0,6.6667,7.8023,0.0,16.8315,0.9979,434179.0062,2344.5666,189716.17,244462.8362,0.0,26.25,0,0.0,Review demand variability and increase forecast monitoring frequency
